Sample	lat	long	replicates	sites	controls	group1	group2	group3	group4	group5	group6	group7	group8	Depth	Altitude	rough_mi_offshore	hr_afterLD	CTDTEMP	CTDSAL	CTDOXY	DIC	TA	pH	Carbonate	Silicate	Phosphate	Nitrate	Nitrite	Ammonium	Methane	aragonite_sat	degLat	Chl_a	SYNECHOCOCCUS	EUK_PHYTOPLANKTON	LARGE_DIATOM	CRYPTOPHYTE	BACTERIA	BACTERIA_HNA	BACTERIA_LNA	mL_filt
E718	37.792	-122.562	E718	GGTX4	NA	Line12	day	oversat_arg	surface	upper100	waySouth	near	shelf	4.1	23.9	3	9.8	14.625	33.301	218	2148.9	2282.4	7.7035	103.858993	25.9	1.89	15.2	0.88	5.05	17.107	1.630950287	37.792	9.8	NA	NA	NA	NA	NA	NA	NA	1000
E721	37.718	-122.815	E721	GGTX2	NA	Line12	day	undersat_arg	benthic	upper100	waySouth	near	shelf	50.3	10.7	13	13	9.53	33.943	94.8	2225	2254.7	7.4042	55.99733282	43.8	2.51	27.3	0.37	0.06	10.124	0.792577675	37.718	NA	NA	NA	NA	NA	NA	NA	NA	1000
E724	37.718	-122.815	E724	GGTX2	NA	Line12	day	oversat_arg	surface	upper100	waySouth	near	shelf	3.8	57.2	13	13.1	12.343	33.762	286.6	2082.5	2268.4	7.8381	137.729701	5.3	1	11.8	0.52	0.14	7.15	2.061995945	37.718	19.2	NA	NA	NA	NA	NA	NA	NA	1000
E725.1B	37.658	-122.997	E725	GGTX1	NA	Line12	night	undersat_arg	benthic	upper100	waySouth	offshore	shelf	79.6	10.4	28	0.2	9.466	33.963	85.3	2229.3	2253.4	7.3914	54.27368486	45	2.58	28	0.14	0.02	10.891	0.755414351	37.658	NA	NA	NA	NA	NA	NA	NA	NA	1000
E730.1B	37.657	-122.997	E730	GGTX1	NA	Line12	night	oversat_arg	surface	upper100	waySouth	offshore	shelf	4.7	85.3	28	0.5	11.843	33.772	302.7	2060.4	2259.2	7.8689	144.3794604	3.6	0.97	10.7	0.42	0.3	5.181	2.170553827	37.657	15.3	NA	NA	NA	NA	NA	NA	NA	1000
E733	35.91	-123.931	E733	ML126	NA	Line13	day	oversat_arg	surface	upper100	waySouth	offshore	plain	4.3	3883.7	126	8.4	14.963	33.276	259.5	2038.5	2227.5	7.8628	136.9724594	2.2	0.65	4.9	0.17	0.25	3.776	2.112210775	35.91	0.5	NA	NA	NA	NA	NA	NA	NA	1000
E737	36.287	-123.133	E737	ML82	NA	Line13	night	oversat_arg	surface	upper100	waySouth	offshore	plain	4.6	3243.4	82	1.2	13.957	33.647	268.3	2065.3	2246	7.8299	132.4526485	6.5	0.76	8.3	0.33	0.18	7.123	2.024753225	36.287	2	NA	NA	NA	NA	NA	NA	NA	1000
E742.1B	36.459	-122.783	E742	ML60	NA	Line13	night	oversat_arg	surface	upper100	waySouth	offshore	plain	3.7	2951.3	60	8.9	14.588	33.63	261.9	2056.6	2245	7.8492	123.1733282	3.9	0.69	6.9	0.28	0.37	4.966	2.103103891	36.459	0.8	NA	NA	NA	NA	NA	NA	NA	1000
E742.2T	36.459	-122.783	E742	ML60	NA	Line13	night	oversat_arg	surface	upper100	waySouth	offshore	plain	3.7	2951.3	60	8.9	14.588	33.63	261.9	2056.6	2245	7.8492	123.1733282	3.9	0.69	6.9	0.28	0.37	4.966	2.103103891	36.459	0.8	NA	NA	NA	NA	NA	NA	NA	1000
E742.3T	36.459	-122.783	E742	ML60	NA	Line13	night	oversat_arg	surface	upper100	waySouth	offshore	plain	3.7	2951.3	60	8.9	14.588	33.63	261.9	2056.6	2245	7.8492	123.1733282	3.9	0.69	6.9	0.28	0.37	4.966	2.103103891	36.459	0.8	NA	NA	NA	NA	NA	NA	NA	1000
E746	36.619	-122.416	E746	ML38	NA	Line13	day	undersat_arg	pelagic	upper100	waySouth	offshore	slope	98.5	2655.5	38	4.1	9.572	33.992	95	2207.7	2256	7.464	64.50786971	30.8	2.12	25.8	0.08	0.04	13.666	0.898526504	36.619	NA	NA	NA	NA	NA	NA	NA	NA	1000
E747	36.619	-122.416	E747	ML38	NA	Line13	day	oversat_arg	pelagic	upper100	waySouth	offshore	slope	9.5	2744.5	38	4.5	13.15	33.781	257.8	2091.2	2254.7	7.7879	119.7760322	11.2	0.89	10.2	0.52	0.58	11.026	1.859671844	36.619	NA	NA	NA	NA	NA	NA	NA	NA	1000
E748	36.619	-122.416	E748	ML38	NA	Line13	day	oversat_arg	surface	upper100	waySouth	offshore	slope	3.6	2750.4	38	4.5	13.32	33.784	256.9	2073	2258.2	7.8313	134.08	11.6	0.75	8.4	0.51	0.23	9.795	2.061685559	36.619	10.4	NA	NA	NA	NA	NA	NA	NA	1000
E749	36.619	-122.416	E749	ML38	NA	Line13	day	oversat_arg	pelagic	upper100	waySouth	offshore	slope	19.9	2734.1	38	4.4	13.085	33.791	254.7	2097.7	2254.5	7.7687	119.7916488	12.2	0.97	11	0.55	0.75	13.117	1.795691209	36.619	NA	NA	NA	NA	NA	NA	NA	NA	1000
E750	36.758	-121.927	E750	ML8	NA	Line13	day	undersat_arg	benthic	upper100	waySouth	near	shelf	99.4	10.6	8	8	9.719	33.976	102	2205.8	2253.2	7.4648	62.87841493	30.9	2.11	25.4	0.16	0.03	18.076	0.892674373	36.758	NA	NA	NA	NA	NA	NA	NA	NA	1000
E753	36.758	-121.927	E753	ML8	NA	Line13	day	oversat_arg	surface	upper100	waySouth	near	shelf	3.7	106.3	8	8.3	13.609	33.832	244.9	2069.7	2267.3	7.8465	139.2362237	15.6	0.89	8.9	0.56	0.11	13.398	2.182542125	36.758	6.8	NA	NA	NA	NA	NA	NA	NA	1000
E756	36.795	-121.847	E756	ML3	NA	Line13	day	undersat_arg	pelagic	upper100	waySouth	near	shelf	99	188	3	10	9.852	33.964	107.2	2212.7	2255.5	7.4608	63.05288887	33	2.22	26	0.19	0.03	25.828	0.86578514	36.795	NA	NA	NA	NA	NA	NA	NA	NA	1000
E757	36.794	-121.847	E757	ML3	NA	Line13	day	oversat_arg	surface	upper100	waySouth	near	shelf	3.5	283.5	3	10.2	13.565	33.821	288.2	2053.7	2264.2	7.8805	144.1169739	15.4	0.83	7.1	0.52	0.08	13.631	2.300589415	36.794	12.1	NA	NA	NA	NA	NA	NA	NA	1000
E758	36.809	-121.818	E758	ML1	NA	Line13	day	undersat_arg	benthic	upper100	waySouth	near	shelf	31.7	10.3	1	11.8	10.547	33.916	131.1	2192.3	2258.3	7.5088	71.52042536	28.4	2	22.5	0.75	0.63	24.491	1.037955971	36.809	NA	NA	NA	NA	NA	NA	NA	NA	1000
E759	36.809	-121.818	E759	ML1	NA	Line13	day	undersat_arg	pelagic	upper100	waySouth	near	shelf	14.9	27.1	1	11.9	10.872	33.889	145	2186.3	2253	7.5281	72.08556354	26.6	1.93	21.4	0.8	0.85	24.057	1.046994274	36.809	NA	NA	NA	NA	NA	NA	NA	NA	1000
E760	36.809	-121.818	E760	ML1	NA	Line13	day	oversat_arg	surface	upper100	waySouth	near	shelf	3.5	38.5	1	11.9	14.89	33.837	282	2049.8	2257.8	7.8893	148.3357422	14.6	0.66	5.4	0.44	0.2	12.713	2.291114479	36.809	5.7	NA	NA	NA	NA	NA	NA	NA	1000
E761	36.783	-121.871	E761	ML5	NA	Line13	day	undersat_arg	benthic	deep	waySouth	near	shelf	133.7	10.3	5	13.4	9.881	33.96	107.2	2208.8	2256.5	7.466	64.69750002	31.7	2.17	25.6	0.12	0.02	24.491	0.890928999	36.783	NA	NA	NA	NA	NA	NA	NA	NA	1000
E768.1B	36.736	-121.968	E768	ML11	NA	Line13	night	undersat_arg	benthic	deep	waySouth	near	slope	110.9	10.1	11	0.7	10.051	33.923	113.6	2196.2	2249.9	7.4934	69.74378349	26.9	1.96	23.9	0.02	0.01	19.98	0.932681149	36.736	NA	NA	NA	NA	NA	NA	NA	NA	1000
E769.1B	36.736	-121.968	E769	ML11	NA	Line13	night	undersat_arg	pelagic	upper100	waySouth	near	slope	99.7	21.3	11	0.7	10.119	33.915	116.3	2192.5	2251.5	7.4963	67.46414871	26.7	1.95	23.9	0.03	0.01	20.582	0.970999801	36.736	NA	NA	NA	NA	NA	NA	NA	NA	1000
E769.2T	36.736	-121.968	E769	ML11	NA	Line13	night	undersat_arg	pelagic	upper100	waySouth	near	slope	99.7	21.3	11	0.7	10.119	33.915	116.3	2192.5	2251.5	7.4963	67.46414871	26.7	1.95	23.9	0.03	0.01	20.582	0.970999801	36.736	NA	NA	NA	NA	NA	NA	NA	NA	1000
E769.3T	36.736	-121.968	E769	ML11	NA	Line13	night	undersat_arg	pelagic	upper100	waySouth	near	slope	99.7	21.3	11	0.7	10.119	33.915	116.3	2192.5	2251.5	7.4963	67.46414871	26.7	1.95	23.9	0.03	0.01	20.582	0.970999801	36.736	NA	NA	NA	NA	NA	NA	NA	NA	1000
E770	36.736	-121.968	E770	ML11	NA	Line13	night	oversat_arg	pelagic	upper100	waySouth	near	slope	20.2	100.8	11	1	11.595	33.854	180.2	2155.7	2251.4	7.5584	85.69669093	20.1	1.58	18.7	0.69	0.28	21.336	1.267475973	36.736	2.2	NA	NA	NA	NA	NA	NA	NA	1000
E771	36.736	-121.968	E771	ML11	NA	Line13	night	oversat_arg	pelagic	upper100	waySouth	near	slope	10.3	110.7	11	1	13.836	33.822	263.9	2121.1	2255.8	7.7147	105.6757725	15.8	0.94	10.3	0.47	0.21	18.276	1.613798815	36.736	NA	NA	NA	NA	NA	NA	NA	NA	1000
E772.1B	36.736	-121.968	E772	ML11	NA	Line13	night	oversat_arg	surface	upper100	waySouth	near	slope	3.1	117.9	11	1.1	14.161	33.838	280.5	2057.5	2262.3	7.879	145.7614419	14.5	0.78	7.8	0.4	0.16	12.429	2.254064727	36.736	5.2	NA	NA	NA	NA	NA	NA	NA	1000
E772.2B	36.736	-121.968	E772	ML11	NA	Line13	night	oversat_arg	surface	upper100	waySouth	near	slope	3	118	11	1.1	14.16	33.838	280.5	2057.5	2262.3	7.879	145.7614419	14.5	0.78	7.8	0.4	0.16	12.158	2.254064727	36.736	5.2	NA	NA	NA	NA	NA	NA	NA	1000
E772.3B	36.736	-121.968	E772	ML11	NA	Line13	night	oversat_arg	surface	upper100	waySouth	near	slope	3.1	117.9	11	1.1	14.16	33.838	280.5	2057.5	2262.3	7.879	145.7614419	14.5	0.78	7.8	0.4	0.16	12.158	2.254064727	36.736	5.2	NA	NA	NA	NA	NA	NA	NA	1000
E773	35.631	-121.292	E773	CC73_3_50	NA	Line14	day	undersat_arg	benthic	upper100	waySouth	near	shelf	77.9	10.1	2.5	3.8	10.794	33.81	136.6	2167.4	2240.6	7.5537	75.00990784	22.2	1.71	20.1	0.18	0.01	27.504	1.075712045	35.631	NA	NA	NA	NA	NA	NA	NA	NA	1000
E774	35.631	-121.292	E774	CC73_3_50	NA	Line14	day	oversat_arg	pelagic	upper100	waySouth	near	shelf	39.4	48.6	2.5	3.9	11.899	33.723	173.9	2133.5	2237.1	7.6445	90.72551626	15.9	1.36	14.7	0.42	0.15	35.517	1.323153936	35.631	NA	NA	NA	NA	NA	NA	NA	NA	1000
E775	35.632	-121.292	E775	CC73_3_50	NA	Line14	day	oversat_arg	surface	upper100	waySouth	near	shelf	3.4	84.6	2.5	4.1	13.964	33.671	244.8	2065.7	2242.3	7.8351	132.018749	8	0.65	4.9	0.29	0.23	31.645	1.985687453	35.632	4.7	NA	NA	NA	NA	NA	NA	NA	1000
E780	35.476	-121.613	E780	CC73_3_55	NA	Line14	day	undersat_arg	pelagic	upper100	waySouth	offshore	slope	99.7	891.3	20	6.9	9.997	33.915	111.6	2188.7	2247.4	7.4992	68.06129247	25.9	1.94	23.4	0.01	0	14.969	0.966667971	35.476	NA	NA	NA	NA	NA	NA	NA	NA	1000
E781	35.475	-121.614	E781	CC73_3_55	NA	Line14	day	oversat_arg	surface	upper100	waySouth	offshore	slope	3.7	987.3	20	7.2	14.332	33.684	241.5	2059.2	2240.6	7.8478	138.7022235	5.7	0.56	4.3	0.22	0.45	34.364	2.033589142	35.475	3.7	NA	NA	NA	NA	NA	NA	NA	1000
E784	35.31	-121.964	E784	CC73_3_60	NA	Line14	day	undersat_arg	pelagic	upper100	waySouth	offshore	slope	99.7	2370.3	45	11.2	9.681	33.964	105.9	2198.5	2250.6	7.4811	65.78073606	29	2.11	25.2	0.06	0.03	4.277	0.921747994	35.31	NA	NA	NA	NA	NA	NA	NA	NA	1000
E785	35.309	-121.965	E785	CC73_3_60	NA	Line14	day	oversat_arg	surface	upper100	waySouth	offshore	slope	4.5	2465.5	45	11.5	15.395	33.63	258.2	2037.9	2240.5	7.8844	149.0452467	4.1	0.55	1.5	0.1	0.22	16.272	2.242891314	35.309	1.1	NA	NA	NA	NA	NA	NA	NA	1000
E788.1B	34.974	-122.668	E788	CC73_3_70	NA	Line14	night	oversat_arg	surface	upper100	waySouth	offshore	plain	3.2	4049.8	92	4.5	15.055	33.658	261.8	2057.6	2248.3	7.8615	144.2013983	2	0.78	5.5	0.22	0.49	5.925	2.131234404	34.974	0.6	NA	NA	NA	NA	NA	NA	NA	1000
E788.2B	34.974	-122.668	E788	CC73_3_70	NA	Line14	night	oversat_arg	surface	upper100	waySouth	offshore	plain	3.4	4049.6	92	4.5	15.054	33.659	261.8	2057.6	2248.3	7.8615	144.2013983	2	0.78	5.5	0.22	0.49	5.58	2.131234404	34.974	0.6	NA	NA	NA	NA	NA	NA	NA	1000
E788.3B	34.974	-122.668	E788	CC73_3_70	NA	Line14	night	oversat_arg	surface	upper100	waySouth	offshore	plain	2.8	4050.2	92	4.5	15.052	33.658	261.8	2057.6	2248.3	7.8615	144.2013983	2	0.78	5.5	0.22	0.49	5.925	2.131234404	34.974	0.6	NA	NA	NA	NA	NA	NA	NA	1000
E789	34.975	-122.668	E789	CC73_3_70	NA	Line14	night	oversat_arg	pelagic	upper100	waySouth	offshore	plain	30.4	4022.6	92	4.4	14.933	33.691	256.4	2074.6	2245.3	7.8223	133.0755139	3.2	0.91	7.1	0.28	1.01	7.26	1.934934138	34.975	NA	NA	NA	NA	NA	NA	NA	NA	1000
E792	34.642	-123.369	E792	CC73_3_80	NA	Line14	day	oversat_arg	surface	upper100	waySouth	offshore	plain	3.7	4138.3	140	5.9	14.148	32.825	261.9	2016.7	2204.3	7.8632	135.889054	1.7	0.59	1.9	0.11	0.24	3.328	2.087939978	34.642	0.4	NA	NA	NA	NA	NA	NA	NA	1000
E400	33.817	-121.844	E400	CC80_70	NA	Line15	day	undersat_arg	benthic	deep	waySouth	offshore	plain	3617	10	90	1.4	1.546	34.673	127.8	2353.3	2454.1	7.5364	73.4734413	171.1	2.77	37.5	0.03	0.04	1.123	0.60581179	33.817	NA	NA	NA	NA	NA	NA	NA	NA	1000
E798	33.816	-121.846	E798	CC80_70	NA	Line15	day	oversat_arg	surface	upper100	waySouth	offshore	plain	3.3	3623.7	90	3.3	15.115	33.501	260.1	2042.5	2229	7.8749	143.4760539	1.3	0.58	3.6	0.19	0.36	NA	2.087379923	33.816	0.5	NA	NA	NA	NA	NA	NA	NA	1000
E800	34.151	-121.152	E800	CC80_60	NA	Line15	day	undersat_arg	pelagic	upper100	waySouth	offshore	plain	98.4	2089.6	44	9	9.656	33.915	123.9	2185.8	2238.5	7.5187	72.94117116	26.5	1.88	23.6	0.03	0.02	NA	0.921301936	34.151	NA	NA	NA	NA	NA	NA	NA	NA	1000
E801	34.151	-121.152	E801	CC80_60	NA	Line15	day	oversat_arg	surface	upper100	waySouth	offshore	plain	3.9	2184.1	44	9.3	15.813	33.533	257.6	2028.9	2235.3	7.9081	157.725905	2.6	0.47	0.1	0.04	0.06	4.212	2.284208206	34.151	2	NA	NA	NA	NA	NA	NA	NA	1000
E804	34.209	-121.024	E804	CC80_57	NA	Line15	day	undersat_arg	pelagic	upper100	waySouth	offshore	slope	99.9	917.1	36	11.6	9.723	33.95	114.1	2189.8	2244	7.5028	70.10454223	27.1	1.92	23.8	0.04	0.02	34.782	0.933647803	34.209	NA	NA	NA	NA	NA	NA	NA	NA	1000
E805	34.209	-121.024	E805	CC80_57	NA	Line15	day	oversat_arg	surface	upper100	waySouth	offshore	slope	4.3	1012.7	36	11.8	15.466	33.602	265.4	1995.4	2238	7.9749	172.9964869	0.9	0.24	0	0.03	0.02	45.842	2.623243442	34.209	8	NA	NA	NA	NA	NA	NA	NA	1000
E809.1B	34.316	-120.805	E809	CCE2	NA	Line15	night	undersat_arg	pelagic	upper100	waySouth	offshore	slope	99.7	729.3	22	0.2	9.883	33.908	120.1	2182.4	2239.8	7.5152	65.46803349	26.1	1.9	22.8	0.03	0.07	23.734	0.954361336	34.316	NA	NA	NA	NA	NA	NA	NA	NA	1000
E809.2T	34.316	-120.805	E809	CCE2	NA	Line15	night	undersat_arg	pelagic	upper100	waySouth	offshore	slope	99.5	729.5	22	0.2	9.884	33.907	120.1	2182.4	2239.8	7.5152	65.46803349	26.1	1.9	22.8	0.03	0.07	24.824	0.954361336	34.316	NA	NA	NA	NA	NA	NA	NA	NA	1000
E809.3T	34.316	-120.805	E809	CCE2	NA	Line15	night	undersat_arg	pelagic	upper100	waySouth	offshore	slope	99.5	729.5	22	0.2	9.884	33.907	120.1	2182.4	2239.8	7.5152	65.46803349	26.1	1.9	22.8	0.03	0.07	24.824	0.954361336	34.316	NA	NA	NA	NA	NA	NA	NA	NA	1000
E810.1B	34.316	-120.805	E810	CCE2	NA	Line15	night	oversat_arg	surface	upper100	waySouth	offshore	slope	3.4	825.6	22	0.5	15.009	33.601	282.4	2012.2	2239.2	7.9354	197.5223946	1.7	0.33	0.1	0.03	0.09	11.051	2.468735295	34.316	NA	NA	NA	NA	NA	NA	NA	NA	1000
E810.2B	34.316	-120.805	E810	CCE2	NA	Line15	night	oversat_arg	surface	upper100	waySouth	offshore	slope	3.5	825.5	22	0.5	15.009	33.601	282.4	2012.2	2239.2	7.9354	197.5223946	1.7	0.33	0.1	0.03	0.09	11.627	2.468735295	34.316	NA	NA	NA	NA	NA	NA	NA	NA	1000
E810.3B	34.316	-120.805	E810	CCE2	NA	Line15	night	oversat_arg	surface	upper100	waySouth	offshore	slope	3.9	825.1	22	0.5	15.011	33.601	282.4	2012.2	2239.2	7.9354	197.5223946	1.7	0.33	0.1	0.03	0.09	11.051	2.468735295	34.316	NA	NA	NA	NA	NA	NA	NA	NA	1000
E811.1B	34.448	-120.523	E811	CC80_51	NA	Line15	night	undersat_arg	benthic	upper100	waySouth	near	shelf	66.2	9.8	3	8	10.568	33.762	143	2157.4	2233.4	7.5695	78.60678819	20.2	1.64	19	0.1	0.03	102.809	1.094108518	34.448	NA	NA	NA	NA	NA	NA	NA	NA	1000
E811.2B	34.448	-120.523	E811	CC80_51	NA	Line15	night	undersat_arg	benthic	upper100	waySouth	near	shelf	66.4	9.6	3	8	10.568	33.762	143	2157.4	2233.4	7.5695	78.60678819	20.2	1.64	19	0.1	0.03	103.578	1.094108518	34.448	NA	NA	NA	NA	NA	NA	NA	NA	1000
E811.3B	34.448	-120.523	E811	CC80_51	NA	Line15	night	undersat_arg	benthic	upper100	waySouth	near	shelf	66.3	9.7	3	8	10.567	33.763	142.7	2157.4	2233.4	7.5695	78.60678819	20.2	1.64	19	0.1	0.03	102.809	1.094108518	34.448	NA	NA	NA	NA	NA	NA	NA	NA	1000
E812	34.448	-120.523	E812	CC80_51	NA	Line15	night	undersat_arg	benthic	upper100	waySouth	near	shelf	60.1	15.9	3	8	10.563	33.763	142.5	2156.5	2232.5	7.5667	77.88180901	20.5	1.66	19.1	0.11	0.04	110.594	1.095020276	34.448	NA	NA	NA	NA	NA	NA	NA	NA	1000
E813.1B	34.448	-120.524	E813	CC80_51	NA	Line15	night	undersat_arg	pelagic	upper100	waySouth	near	shelf	40.5	35.5	3	8.1	10.779	33.727	147.7	2151.4	2230.8	7.5823	82.95946023	19.1	1.59	18.2	0.12	0.04	121.554	1.125370991	34.448	NA	NA	NA	NA	NA	NA	NA	NA	1000
E813.2B	34.448	-120.524	E813	CC80_51	NA	Line15	night	undersat_arg	pelagic	upper100	waySouth	near	shelf	40.6	35.4	3	8.1	10.772	33.729	147.7	2151.4	2230.8	7.5823	82.95946023	19.1	1.59	18.2	0.12	0.04	121.554	1.125370991	34.448	NA	NA	NA	NA	NA	NA	NA	NA	1000
E813.3B	34.448	-120.524	E813	CC80_51	NA	Line15	night	undersat_arg	pelagic	upper100	waySouth	near	shelf	40.7	35.3	3	8.1	10.772	33.729	147.7	2151.4	2230.8	7.5823	82.95946023	19.1	1.59	18.2	0.12	0.04	121.554	1.125370991	34.448	NA	NA	NA	NA	NA	NA	NA	NA	1000
E814.1B	34.448	-120.524	E814	CC80_51	NA	Line15	night	oversat_arg	surface	upper100	waySouth	near	shelf	3.2	72.8	3	8.3	15.359	33.585	259.2	2024.6	2236.4	7.9164	156.7539705	2.4	0.4	0.6	0.08	0.08	298.271	2.328508343	34.448	5	NA	NA	NA	NA	NA	NA	NA	1000
E814.2B	34.448	-120.524	E814	CC80_51	NA	Line15	night	oversat_arg	surface	upper100	waySouth	near	shelf	3.2	72.8	3	8.3	15.336	33.586	259.2	2024.6	2236.4	7.9164	156.7539705	2.4	0.4	0.6	0.08	0.08	298.271	2.328181478	34.448	5	NA	NA	NA	NA	NA	NA	NA	1000
E814.3B	34.448	-120.524	E814	CC80_51	NA	Line15	night	oversat_arg	surface	upper100	waySouth	near	shelf	3.3	72.7	3	8.3	15.338	33.586	259.2	2024.6	2236.4	7.9164	156.7539705	2.4	0.4	0.6	0.08	0.08	298.271	2.328127839	34.448	5	NA	NA	NA	NA	NA	NA	NA	1000
E819	34.375	-120.663	E819	CC80_54	NA	Line15	day	oversat_arg	surface	upper100	waySouth	near	slope	3.3	457.7	13	0.6	14.523	33.587	251.1	2045	2234.9	7.873	139.7689212	3.6	0.51	1.7	0.1	0.16	167.395	2.112603706	34.375	6.9	NA	NA	NA	NA	NA	NA	NA	1000
E822	34.412	-120.579	E822	CC80_52	NA	Line15	day	undersat_arg	pelagic	upper100	waySouth	near	slope	99	159	7	2.1	10.398	33.79	137.9	2164.4	2235.9	7.5523	76.65736406	21.5	1.7	19.9	0.05	0.04	51.588	1.054820258	34.412	NA	NA	NA	NA	NA	NA	NA	NA	1000
E823	34.412	-120.579	E823	CC80_52	NA	Line15	day	oversat_arg	surface	upper100	waySouth	near	slope	3.3	254.7	7	2.5	14.399	33.576	239.4	2048.7	2236.7	7.8526	136.6216101	4.4	0.59	2.4	0.19	0.21	371.677	2.094457463	34.412	5.4	NA	NA	NA	NA	NA	NA	NA	1000
E824	34.471	-120.492	E824	CC80_50_5	NA	Line15	day	oversat_arg	benthic	upper100	waySouth	near	shelf	22.1	9.9	1	4.1	13.893	33.569	226.9	2058.4	2231.9	7.8297	132.2039832	5.3	0.66	3.4	0.22	0.37	566.671	1.947100584	34.471	NA	NA	NA	NA	NA	NA	NA	NA	1000
E825	34.471	-120.492	E825	CC80_50_5	NA	Line15	day	oversat_arg	pelagic	upper100	waySouth	near	shelf	14.5	17.5	1	4.2	14.469	33.573	237.1	2060.1	2234.2	7.8309	131.3456029	5.4	0.67	3.3	0.22	0.39	579.367	1.962971228	34.471	3.6	NA	NA	NA	NA	NA	NA	NA	1000
E826	34.471	-120.492	E826	CC80_50_5	NA	Line15	day	oversat_arg	surface	upper100	waySouth	near	shelf	3.4	28.6	1	4.2	16.933	33.596	281.6	1988.3	2237.6	7.9878	172.8926523	0.9	0.23	0.1	0.03	0.05	170.068	2.709922369	34.471	1.9	NA	NA	NA	NA	NA	NA	NA	1000
E829	34.381	-120.284	E829	SB2	NA	Line16	day	undersat_arg	pelagic	deep	waySouth	near	slope	248.3	39.7	5	11.9	9.088	34.128	70	2236.8	2262.7	7.414	57.81133496	37.9	2.36	27.6	0.02	0.02	72.504	0.740552474	34.381	NA	NA	NA	NA	NA	NA	NA	NA	1000
E831	34.381	-120.284	E831	SB2	NA	Line16	day	undersat_arg	pelagic	upper100	waySouth	near	slope	99.3	188.7	5	12.1	10.387	33.795	137.1	2166.5	2238.9	7.5529	77.87853698	14.6	1.34	13.7	0.14	0.02	31.227	1.061803444	34.381	NA	NA	NA	NA	NA	NA	NA	NA	1000
E832	34.381	-120.284	E832	SB2	NA	Line16	day	oversat_arg	pelagic	upper100	waySouth	near	slope	29.5	258.5	5	12.2	12.575	33.566	207.7	2100.2	NA	7.7193	104.2229721	9.3	1.01	8	0.21	0.04	8.119	NA	34.381	NA	NA	NA	NA	NA	NA	NA	NA	1000
E833	34.381	-120.284	E833	SB2	NA	Line16	day	oversat_arg	surface	upper100	waySouth	near	slope	3.6	284.4	5	12.3	16.987	33.562	274.7	2012.9	2238.1	7.9369	166.7335496	2.4	0.3	0	0.02	0.03	92.351	2.480213936	34.381	1.7	NA	NA	NA	NA	NA	NA	NA	1000
E840	34.312	-120.126	E840	SB3	NA	Line16	night	undersat_arg	pelagic	deep	waySouth	near	slope	199	325	11	0.2	9.292	34.072	85.8	2220.6	2251	7.4472	62.18590431	33.5	2.18	26.1	0.01	0.03	34.197	0.770435677	34.312	NA	NA	NA	NA	NA	NA	NA	NA	1000
E841	34.312	-120.126	E841	SB3	NA	Line16	night	undersat_arg	pelagic	upper100	waySouth	near	slope	99.8	424.2	11	0.4	9.925	33.898	125.2	2182.3	2241	7.5213	70.86584371	25.3	1.84	22.1	0.01	0.02	18.544	0.963848594	34.312	NA	NA	NA	NA	NA	NA	NA	NA	1000
E843	34.312	-120.126	E843	SB3	NA	Line16	night	oversat_arg	surface	upper100	waySouth	near	slope	3.3	520.7	11	0.6	18.768	33.586	283.5	1969	2236.7	8.0179	194.3226181	0.6	0.17	0	0	0.02	17.708	2.918724026	34.312	0.9	NA	NA	NA	NA	NA	NA	NA	1000
E846	34.276	-120.021	E846	SB4	NA	Line16	night	oversat_arg	pelagic	deep	waySouth	near	slope	520.8	55.2	11	2.3	6.641	34.248	3.7	2337.3	NA	7.2714	46.23714036	99.1	3.56	24.2	0.02	0.02	3.475	NA	34.276	NA	NA	NA	NA	NA	NA	NA	NA	1000
E852	34.276	-120.021	E852	SB4	NA	Line16	night	undersat_arg	pelagic	deep	waySouth	near	slope	199.1	376.9	11	2.8	8.939	34.161	62.3	2243.9	2268	7.4029	57.01245956	40.6	2.42	28.4	0.05	0.02	27.799	0.73877866	34.276	NA	NA	NA	NA	NA	NA	NA	NA	1000
E853	34.276	-120.021	E853	SB4	NA	Line16	night	undersat_arg	pelagic	upper100	waySouth	near	slope	100	476	11	2.9	9.974	33.888	123.8	2182.6	2236.7	7.5269	67.88585441	25.9	1.85	22	0.03	0.02	11.093	0.932143361	34.276	NA	NA	NA	NA	NA	NA	NA	NA	1000
E854	34.276	-120.021	E854	SB4	NA	Line16	night	oversat_arg	pelagic	upper100	waySouth	near	slope	30.4	545.6	11	3.1	14.849	33.562	236.3	2071.9	NA	7.8059	123.9587011	6.4	0.71	3.9	0.07	0.42	8.405	NA	34.276	NA	NA	NA	NA	NA	NA	NA	NA	1000
E855	34.276	-120.021	E855	SB4	NA	Line16	night	oversat_arg	surface	upper100	waySouth	near	slope	3.4	572.6	11	3.2	18.091	33.597	275.3	1973.5	2236.2	8.0138	187.4141474	0.7	0.16	0	0.03	0.01	5.513	2.857741901	34.276	1.6	NA	NA	NA	NA	NA	NA	NA	1000
E860.1B	34.078	-119.557	E860	SCORP	NA	Line16	night	undersat_arg	benthic	upper100	waySouth	offshore	shelf	78.7	10.3	18	8.4	10.493	33.797	132.4	2162.5	2232.9	7.5616	78.26457767	20.7	1.43	14.8	0.16	0.02	16.84	1.0504168	34.078	NA	NA	NA	NA	NA	NA	NA	NA	1000
